brand,color,desc,retailPrice,title
Rare,black,"Dress by Rare    Crack the dress code    Bardot neck Plunge detailPuff organza sleeves    Shirred, stretch cuffs     Zip-back fastening Regular fitTrue to size",36,Rare London plunge organza sleeve satin mini dress in black
ASOS DESIGN,black/purple spot,Dress by ASOS DESIGN    Cute dressAll-over polka-dot printV-neckWrap frontRuffle trimThree-quarter-length sleevesRegular fitTrue to size,14,ASOS DESIGN long sleeve pleated mini wrap dress in black and purple spot
ASOS DESIGN,dark red,Midi dress by ASOS DESIGN     Cozy never looked so goodCrew neckVolume sleevesSide splitsRibbed trimsRegular fit True to size ,38.25,ASOS DESIGN crew neck midi dress with volume sleeve
ASOS DESIGN,chocolate,Mini dress by ASOS DESIGN    The scroll is over Plunge neck Long sleevesTie front Body-Conscious fit Figure-hugging cut ,12.95,ASOS DESIGN satin shirt tie plunge mini dress in chocolate
ASOS DESIGN,mix and match floral,Mini dress by ASOS DESIGN    Cute dressFloral design Crew neck Volume sleevesElasticated cuffsAdjustable tie waist Button-keyhole backRegular fitTrue to size,20.7,ASOS DESIGN mini belted skater dress with gores in mixed floral print
River Island,black,"Mini dress by River Island    Simple, meet stylishSquare neckLong sleevesFrill trimsRegular fitTrue to size",22.7,River Island square neck mini dress in black
ASOS Curve,multi,Plus-size dress by ASOS DESIGN          Coming soon to your Saved ItemsAll-over printPlunge neckBlouson sleevesElasticated cuffsRuched frontRegular fitTrue to size,36.8,ASOS DESIGN Curve plunge long sleeve mini dress in multi print
John Zack Tall,mint,Tall dress by John Zack TallThis dress deserves a night outAll-over zebra designV-neckLong sleevesRuched frontFront slitRegular fitTrue to size,20.75,John Zack Tall textured ruched midi dress in mint zebra print
ASOS DESIGN,snake print,Dress by ASOS DESIGN    You choose the occasionMock-snake designRound neckPadded shouldersLong sleevesFitted cuffsSlim fitClose-fitting cut ,14,ASOS DESIGN long sleeve super soft mini dress in snake print
Influence,pink/black,Dress by Influence    Crack the dress codeAll-over heart printV-neckShort sleevesWrap frontTie fasteningRuffle trimRegular fitTrue to size,14.5,Influence wrap front mini dress in dusky pink heart print
New Look Maternity,dark gray,Maternity dress by New Look    Your new go-toPlain designRoll-neckLong sleevesRibbed trimsRegular fitDesigned to fit you from bump to baby,28.6,New Look Maternity roll neck dress in dark gray
ASOS DESIGN,multi,Mini dress by ASOS DESIGN    Cute dressRuched design    All-over floral printHigh neckLong sleevesButton closure to neckOpen back with tie fasteningBody-Conscious fitFigure-hugging cut,20.4,ASOS DESIGN ruched satin high neck strappy back mini dress in floral print
ASOS DESIGN,black,Midi dress by ASOS DESIGN     Part of our responsible edit Plain design Cowl neck Balloon sleeves Fitted cuffs Slim fitClose-fitting cut ,14,ASOS DESIGN midi rib dress with cowl neck in black
New Girl Order,washed black,Dress by New Girl Order    Coming soon to your Saved Items    Crew neckDrop shoulders    Long sleeves    Fitted cuffs     Printed branding to chestRelaxed fitSlouchy cut,14.15,New Girl Order tonal logo sweater dress
ASOS DESIGN,forest green,Mini dress by ASOS DESIGN    Cute dressPlain designSpread collarBlouson sleeves    Elasticated cuffs    Partial button placketSoft pleats to waistSmock style    Regular fitTrue to size,26.25,ASOS DESIGN long sleeve button front mini smock dress in green
Collusion,black,Plus-size dress by COLLUSION          Crack the dress codePlain designSpread collarPress-stud placketPress-stud chest pocketsLong sleeves    Press-stud cuffs    Side splitsCurved hemRelaxed fitLoose cut,22,COLLUSION Plus PU shirt dress in black
Muubaa,black,"Dress by Muubaa    All of the dressing up, none of the frillsV-neckCami strapsZip-side fasteningRegular fitTrue to size",111,Muubaa leather cami dress in black
ASOS DESIGN,tea rose,Midi dress by ASOS DESIGN     Crack the dress codeSpread collarButton placketBlouson sleevesButton cuffsPleated skirt Regular fit True to size ,30.6,ASOS DESIGN pleated button-down midi shirt dress in self stripe in tea rose
ASOS Curve,black abstract,Plus-size dress by ASOS DESIGN          Laid-back looksAll-over printRevere collarShort sleevesButton-through frontRegular fitTrue to size,32,ASOS DESIGN Curve mini shirt dress with short sleeves in black and yellow abstract print
ASOS EDITION,stone,Dress by ASOS EDITIONGo with the fauxPeak lapels Double-breasted style Button placket Volume sleeves    Side pockets     Regular fit True to size ,98.15,ASOS EDITION vinyl double breasted blazer dress in stone
In The Style,berry,Dress by In The Style    Need-to-know detailsNotch lapelsLong sleevesWrap frontTie waistRegular fitTrue to sizeExclusive to ASOS,18.9,In The Style exclusive velvet blazer dress in berry
Playful Promises,paisley,Dress by Playful Promises    Doing it for the glamAll-over printPlunge neckWrap frontCut-out designLong sleevesTie backBody-Conscious fitFigure-hugging cut ,30.4,Playful Promises mesh wrap beach dress in paisley print
New Look Plus,bk1 - black 1,Plus-size dress by New Look    Crack the dress codePolka-dot printFrill collarThree-quarter-length sleevesRuffle hemRegular fitTrue to size,35.2,New Look Curve poplin frill collar babydoll mini dress in polka dot
ASOS Petite,white,Petite dress by ASOS DESIGN    Cute dressSpread collarPartial button placketPuff sleevesElasticated cuffsTiered skirtRegular fitTrue to size,36.8,ASOS DESIGN Petite eyelet midi tiered shirt dress with short sleeves in white
ASOS Maternity,dark pink,Maternity dress by ASOS DESIGN    All dressed upBeaded embellishmentRound neckSheer yoke and sleevesButton cuffsButton-keyhole backZip-back fasteningRegular fit    Designed to fit you from bump to baby,74.4,ASOS DESIGN Maternity maxi dress with linear yoke embellishment
Queen Bee,pink polka,"Maternity dress by Queen Bee    Dramatic entrance, sortedPolka-dot design    Plunge neckTie front    Three-quarter-length, puff sleevesZip-back closure    Skater styleRegular fit True to size",23.3,Queen Bee Maternity plunge front midi skater dress in pink polka print
TFNC,coral,Dress by TFNC    Worth making plans forV-neckLong sleevesTie waistRegular fitJust select your usual size,22.5,TFNC tie front mini dress
TFNC,bronze,Dress by TFNC    Cue the group photoshootOne-shoulder designAdjustable strapSleeveless styleZip-side fasteningSlim fitClose-fitting cut,16.3,TFNC Bridesmaid one shoulder satin maxi dress in bronze
New Look Maternity,black pattern,Maternity dress by New Look    For your everyday thing    Floral printV-neckTie waistLong sleevesRegular fit    Designed to fit you from bump to baby,21.15,New Look Maternity tie waist midi dress in ditsy floral
ASOS DESIGN,blue,Maxi dress by ASOS DESIGN    Big day = big looksAsymmetric neckFitted waistOpen back with zip fasteningRegular fitTrue to size,47.6,ASOS DESIGN one shoulder tulle maxi dress in blue
ASOS DESIGN,rust/black zebra,Mini dress by ASOS DESIGN    Cute dressAll-over zebra printV-neckLong sleevesWrap frontTie waistRegular fitTrue to size,16.8,ASOS DESIGN plisse mini wrap belted dress in brown and black zebra print
Forever U,black,Dress by Forever Unique    Crack the dress codeAll-over glitter designSweetheart neck with tie detailLong fluted sleevesElasticated waistRegular fitTrue to size,60.4,Forever U organza dress with tie neck detail in black
Liquorish,zebra print,Dress by LiquorishCrack the dress codeAll-over zebra print V-neck Three-quarter-length sleevesWrap frontSide split to hemRegular fitTrue to size,17.3,Liquorish mini dress with 3/4 length sleeves in zebra print
Daisy Street,white black spot,Dress by Daisy Street    Daytime dressing made easyContrast spot printCrew neckLong sleevesGathered hemRelaxed fitFalls loosely over the body,18,Daisy Street midaxi smock dress in polka dot 
Weekday,black,Dress by Weekday    Worn and shot by one of our models at homePart of our responsible editCrew neckPadded shouldersSleeveless styleSplit sideRelaxed fitLoose cut#AtHomeWithASOS,32,Weekday Kai organic cotton jersey dress with shoulder pads in black
Vero Moda,purple ditsy floral,Mini dress by Vero Moda    Cute dressAll-over floral printHigh ruffle collarPartial button placketPuff sleevesButton cuffsGathered frontRelaxed fitLoose cut,17.7,Vero Moda smock mini dress with high neck in purple floral
Monki,check,Mini dress by Monki     Cute dressAll-over check designV-neckButton frontBlouson sleevesRelaxed fitSlouchy cut,24,Monki Torbord plaid print long sleeve mini dress in red
River Island,black,Dress by River Island    Coming soon to your Saved ItemsV-neck with tie detailVolume sleevesRuffle insertsRegular fitTrue to size,34.65,River Island long sleeve poplin tiered mini dress in black
Vero Moda,black,"Mini dress by Vero Moda    Simple, meet stylishCrew neck Puff sleevesFitted cuffsRegular fitTrue to size",27.5,Vero Moda mini sweat dress with puff sleeve in black
Chi Chi London,navy,Lace dress by Chi Chi London    Coming soon to your Saved ItemsRound neckMolded cupsLayered skirtButton-keyhole back Zip with hook-and-eye closure    Regular fit True to sizeExclusive to ASOS,32.05,Chi Chi London premium lace dress with cutwork detail and cap sleeve in navy
Stradivarius,beige,"Dress by Stradivarius    Comfy, meet cool Crew neckDrop shouldersSide pocketsRibbed cuffsOversized fit Relaxed and roomy",14.85,Stradivarius sweater dress in beige
ASOS Petite,oatmeal,"Petite dress by ASOS DESIGN         If in doubt, knitwearRound neckLong sleevesRibbed trimsRegular fitTrue to size",15.3,ASOS DESIGN Petite knitted dress with brushed yarn in oatmeal
ASOS DESIGN,khaki,Mini dress by ASOS DESIGN    Act casualPlain designFixed hoodOverhead designDrop shouldersRibbed trimsRegular fitTrue to size,16.1,ASOS DESIGN mini dress with hood khaki
ASOS DESIGN,rose dust,Midi dress by ASOS DESIGN    Coming soon to your Saved ItemsBandeau styleLayered designAsymmetric hemZip-back fasteningRegular fitTrue to size,31.9,ASOS DESIGN bandeau cup detail midi prom dress with layered skirt in rose
ASOS DESIGN,beige,Midi dress by ASOS DESIGN     Cute and comfy Roll-neck Puff shoulders Long sleeves Side split     Regular fitTrue to size ,22.4,ASOS DESIGN knit midi dress with puff shoulder detail in beige
AX Paris,navy,Dress by AX Paris    Be your own iconHigh neck Long sleevesRuched skirt    Zip-back fasteningSlim fitClose-fitting cut,38.25,AX Paris high neck mini dress in navy
Stradivarius,grey,Dress by Stradivarius    Your new go-toCheck patternSpread collarButton placketDrop shouldersChest pocketButton cuffsDipped hemOversized fitRelaxed and roomy,16.5,Stradivarius oversized boyfriend shirt dress in gray plaid
ASOS DESIGN,wine,"Dress by ASOS DESIGN    Comfy, meet coolHooded neckLong sleevesMini lengthOversized fitRelaxed and roomy",10.15,ASOS DESIGN oversized hoodie sweatshirt dress in wine
River Island,black,Mini dress by River Island    Your new go-to dressHigh neckButton-keyhole frontRuffle trimRegular fitTrue to size,24.15,River Island cotton poplin frill dress in black
Y.A.S,golden yellow,Dress by Y.A.S    Crack the dress code    Check designHigh neck Puff sleevesRuched detailingFitted cuffsRegular fitTrue to size,85,Y.A.S Anise ruched sleeve grid-pattern mini dress in yellow
ASOS DESIGN,black,"Mini dress by ASOS DESIGN    Crack the dress codeJacquard spot patternPlunge neckLong sleevesWrap frontShirred, stretch skirt and cuffsFrill hemSlim fitClose-fitting cut ",22.5,ASOS DESIGN textured shirred skirt mini dress in black
ASOS DESIGN,brown,Mini dress by ASOS DESIGN    Crack the dress codeAll-over grid designSquare neckAdjustable cami strapsThigh splitZip-back fasteningRegular fitTrue to size,25,ASOS DESIGN tailored coordinating '90s mini suit dress in brown grid
JDY,black,Mini dress by JDY    An easy wardrobe winV-neckLong sleevesWrap frontTie waistRegular fitTrue to size ,12,JDY wrap mini dress in black
New Look,black pattern,"Midi dress by New Look     Looks cute, feels comfyAll-over animal print Tie neck Three-quarter-length sleevesFrill hem Smock style Regular fitTrue to size",35,New Look tie neck chiffon midi dress in animal print
New Girl Order,washed blue,Dress by New Girl Order    Worn and shot by one of our models at home    Fixed hoodDrop shouldersLogo print to chestFitted trimsRelaxed fitSlouchy cut#AtHomeWithASOS,19.6,New Girl Order hoodie dress with tonal logo
Influence,multi,"Dress by Influence    Crack the dress codeAll-over floral printV-neckButton placketPuff sleevesShirred, stretch cuffsFront splitRegular fitTrue to size",38,Influence midi dress with shirred sleves in floral print
ASOS DESIGN,taupe marl,Mini dress by ASOS DESIGN    For temperamental tempsPlain designFixed hoodOverhead designDrop shouldersRibbed trimsRegular fitTrue to size,15.3,ASOS DESIGN mini dress with hood in taupe
ASOS DESIGN,black/yellow floral,Mini dress by ASOS DESIGN    Crack the dress codeAll-over floral printV-neckFrill collar    Three-quarter-length sleeves    Elasticated cuffsSmock styleRelaxed fitLoose cut,16.1,ASOS DESIGN mini smock dress with collar in black and yellow floral
Forever U,monochrome,Dress by Forever Unique    Crack the dress codeSpot designHigh neckLong sleevesButton cuffsBelted waistAsymmetric hemRegular fitTrue to size,69.5,Forever U belted asymmetric mini dress with elongated cuffs in oversized spot
ASOS Tall,black/white spot,Tall dress by ASOS DESIGN    Crack the dress code    Printed design     V-neckLong sleeves    Elasticated cuffs     Wrap frontRegular fitTrue to size,19.2,ASOS DESIGN Tall casual wrap front mini smock dress in mono spot
Whistles,green,Mini dress by Whistles    Easily dressed up or downFloral printCrew neckBib frontButton placketBlouson sleevesSide pocketsRelaxed fitFalls loosely over the body,89.6,Whistles elsa scattered floral mini dress
AX Paris,wine,Dress by AX Paris    Add-to-bag potential: considerableOne-shoulder designButton detailZip-side fasteningBody-Conscious fitA tight cut to the body,16,AX Paris wine one shoulder mini dress
River Island,black print,Mini dress by River Island    Cute dressAll-over floral printRound neckFluted sleevesTiered skirtSmock styleRelaxed fitLoose cut,19.6,River Island printed smock mini dress in black
AX Paris,beige,Dress by AX Paris    Coming soon to your Saved ItemsScoop neckPuff sleevesZip-back fasteningRegular fitTrue to size,24,AX Paris puff sleeve mini dress in metallic light pink
Little Mistress Maternity,navy,Maternity dress by Little Mistress    For that thing you have to go toCrew neck    Sequin and bead-embellished topIt's all in the detailsZip with hook-and-eye fastening    Slim fit    Designed to fit you from bump to baby,16.4,Little Mistress Maternity embellished neck pleated maxi dress in navy
In The Style,mocha,Midi dress by In The Style     Collaboration with influencer Billie FaiersRibbed designPlunge neckLong sleevesSlim fitClose-fitting cut,19.6,In The Style x Billie Faiers plunge front knitted midi dress in mocha
ASOS DESIGN,mono spot,"Mini dress by ASOS DESIGN    Cute dressPolka-dot design Crew neckOversized, frill collarPuff sleevesFitted cuffsRegular fitTrue to size",26.4,ASOS DESIGN cotton poplin nipped in waist mini skater dress with peter pan frill collar in mono spot
Girl In Mind,black,Dress by Girl In Mind    This dress deserves a night outV-neckPuff sleevesWrap-style frontFitted waistGold-tone button detailZip-back fasteningSlim fitClose-fitting cut,22.95,Girl In Mind puff sleeve mini dress in black
ASOS DESIGN,berry,Dress by ASOS DESIGN    Some days call for a little extraBardot neckDouble bonded ruffle trimZip-back fasteningRegular fitA standard cut for a classic shape,12.9,ASOS DESIGN bonded velvet ruffle shift mini dress
Femme Luxe,cream,"Mini dress by Femme Luxe    Crack the dress codeCrew neck Long, raglan sleevesRibbed waist panel Regular fitTrue to size",20.9,Femme Luxe knitted shirred waist mini dress in cream
ASOS DESIGN,taupe,Mini dress by ASOS DESIGN    Crack the dress code    Plain design Ribbed finish    V-neckLong sleeves    Wrap frontRegular fitTrue to size,13.5,ASOS DESIGN super soft long sleeve ribbed mini wrap dress in taupe
Free People,blues,Dress by Free People    Cute dressAll-over animal printSquare neckSleeveless styleRegular fitTrue to size,58.5,Free People Virgo Moon velvet mini dress in blue multi
Mango,green,Dress by Mango    You choose the occasionAbstract printV-neckLong sleevesElasticated cuffsPartial button placketTie waistRuffle trimsRegular fitTrue to size,24,Mango ruffle abstract print dress in green
Miss Selfridge,green,"Mini dress by Miss Selfridge    If in doubt, knitwearRibbed designV-neckLong sleevesTie backRegular fitTrue to size",15.75,Miss Selfridge tie back knitted dress in green
ASOS Maternity,blues,Maternity dress by ASOS DESIGN     For that thing you have to go toPartial liningRound neckLong sleevesZip-back fastening Body-Conscious fitHolds you close    Designed to fit through all stages of pregnancy,12.2,ASOS DESIGN Maternity lace and velvet mix mini bodycon dress
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Your new go-toQuilted designV-neckPuff sleevesElasticated cuffsWrap frontSmock styleRelaxed fitLoose cut,16.8,ASOS DESIGN mini quilted smock dress in black
ASOS DESIGN,red,Dress by ASOS DESIGN    Part of our responsible editSweetheart neckLong sleevesRegular fitTrue to size,36,ASOS DESIGN Babydoll dress in red cord
ASOS DESIGN,stone,"Mini dress by ASOS DESIGN    If in doubt, knitwearRibbed designHigh neckPartial zip placketLong sleevesRelaxed fitSlouchy cut",38.25,ASOS DESIGN zip through dress in stone
New Girl Order,grey,Dress by New Girl Order    Dressed to chill Round neckDrop shouldersLogo print to chestFitted trimsRelaxed fitSlouchy cut,14.15,New Girl Order logo sweater dress
ASOS DESIGN,camel and black,Dress by ASOS DESIGN    Crack the dress codeAll-over spot printHigh neckLong sleevesFrill cuffsRelaxed fitLoose cut ,13.5,ASOS DESIGN mini dress with frill neck spot swing dress in camel and black spot
Only,black,"Dress by Only    Simple, meet stylishRound neckThree-quarter-length sleevesRegular fitTrue to size",14.5,Only textured sweater dress in black
ASOS Petite,mono leopard print,Petite dress by ASOS DESIGN      Worn and shot by one of our models at home      All-over animal printCrew neck Long sleevesSmock styleRelaxed fit Falls loosely over the body#AtHomeWithASOS ,11.2,ASOS DESIGN Petite smock mini dress in leopard print
In The Style,cream,Dress by In The Style    Collaboration with influencer Jacqueline JossaSpeckled designRound neck Drop shouldersRibbed trimsRegular fitTrue to size,22.4,In The Style x Jac Jossa sweater dress with off-shoulder neckline in cream
ASOS DESIGN,turquoise,Mini dress by ASOS DESIGN    Dressed to chillCrew neck Drop shouldersSeattle print at chestRibbed trims Oversized fitRelaxed and roomy,29.25,ASOS DESIGN mini sweat dress with seattle graphic print in turquoise
Missguided,stone,Dress by Missguided    Make some legroomFunnel neckPartial zip placketDrop shouldersEmbroidered logo text to chestPouch pocketRibbed trimsOversized fitRelaxed and roomy,14,Missguided oversized sweater dress in stone
ASOS Curve,black,"Plus-size dress by ASOS DESIGN          Comfy, meet coolFixed hoodDrop shouldersPalm tree print to chest'Ocean Drive Miami' graphic to reverseFitted trimsRelaxed fitSlouchy cut",18,ASOS DESIGN Curve oversized mini sweatshirt hoodie dress in black with ocean drive miami print
ASOS DESIGN,washed black,Mini dress by ASOS DESIGN    Part of our responsible editTie neck    Frill collar    Long sleeves    Peplum hem    Smock styleRelaxed fitSlouchy cut,21,ASOS DESIGN cord collar peplum mini smock dress in black
AX Paris,plum,Dress by AX Paris    May induce confidence     Round neckOne-shoulder design    Zip-side fasteningBody-Conscious fitA tight cut to the body,11.6,AX Paris velvet one shoulder mini dress in plum
Noisy May,dark gray melange,Dress by Noisy May    Talk about a wardrobe stapleRoll-neck Drop shouldersSide splitsRibbed trimsOversized fitRelaxed and roomy ,18,Noisy May mini sweater dress with roll neck in gray
ASOS DESIGN,ochre,Midi dress by ASOS DESIGN    Let your outfit do the talking V-neckPuff sleevesWrap frontRhinestone buttonsRegular fitJust select your usual size,46.9,ASOS DESIGN velvet midi dress with puff sleeve and rhinestone button
ASOS DESIGN,camel,"Dress by ASOS DESIGN    Comfy, meet coolCrew neckDrop shouldersFitted cuffsSmock-style backOversized fitRelaxed and roomy",10.15,ASOS DESIGN oversized smock-back sweatshirt dress in camel
Parisian,black/white,Dress by ParisianComing soon to your Saved ItemsCrocodile printPoint collarButton placket and cuffsTie waistRegular fit True to size,19,Parisian shirt dress in mock croc print
Religion,grey,Dress by Religion    Act casual Washed design Crew neck Drop shouldersBranded patch to sleeveFitted cuffsPrint detail to chestRelaxed fitSlouchy cut,29.5,Religion long sleeve t-shirt dress in tie-dye gray
Y.A.S Tall,black,Tall dress by Y.A.S    Crack the dress codeCrew neckLong sleevesButton cuffsZip-back fasteningRegular fitTrue to size,39.6,Y.A.S. Tall Shine silky lace trim mini dress in black
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Coming soon to your Saved ItemsNeppy design    V-neck    Long sleevesWrap front    Elasticated drawstring waist    Regular fitTrue to size,14,ASOS DESIGN neppy mini wrap mini dress with long sleeves in black
NaaNaa,khaki,Dress by NaaNaa    Serving laid-back luxeRibbed designBoat neckLong sleevesSide slit with zip detailComes with matching headbandRegular fitTrue to size,28,NaaNaa zip side slit midi sweater dress with matching headband in khaki
ASOS DESIGN,sage green,"Dress by ASOS DESIGN    The baggier, the betterPlain designCrew neckDrop shouldersFitted cuffsSmock detail to reverseOversized fitRelaxed and roomy",19.2,ASOS DESIGN oversized smock back dress in sage
NaaNaa,black,Dress by NaaNaa    It’s a whole moodGlitter designBardot neckPuff sleevesSlim fitClose-fitting cut ,20,NaaNaa bardot puff sleeve dress in black glitter
ASOS DESIGN,black/white check,Mini dress by ASOS DESIGNThe scroll is over Check designSpread collarButton placketDrop shouldersButton cuffs Relaxed fitSlouchy cut,22,ASOS DESIGN mini long sleeve shirt dress in black and white check
Little Mistress,grey,"Dress by Little Mistress    Destination: dancefloorRound neckBead and faux-pearl yoke embellishment Sleeveless stylePleated bust Cross-over waist Shirred, stretch back panel Regular fitTrue to size",87,Little Mistress Bridesmaid chiffon maxi dress with pearl embellishment in gray
UNIQUE21,terracotta,Dress by Unique 21    Serious add-to-bag potentialSpread collarPress-stud placketSnap-close chest pocketsLong sleeves    Press-stud cuffsAdjustable belted waist    Side splitsRegular fitTrue to size,57,Unique21 belted shirt dress in red
Lola May,black,"Dress by Lola May    No occasion necessaryPlunge neckLong sleevesWrap, tie waistRuffle hemZip-back fasteningSlim fitClose-fitting cut",21.5,Lola May wrap dress with ruffle detail
ASOS Maternity,blue,Maternity&nbsp;denim shirt by ASOS DESIGN    Part of our responsible editSpread collar    Button placket Drop shoulders     Chest pocketsBelted waist     Oversized fitDesigned to fit you from bump to baby,39,ASOS DESIGN Maternity denim oversized belted shirt in lightwash blue
ASOS Maternity,mixed mono polka dots,Maternity dress by ASOS DESIGN    Coming soon to your Saved Items    Mixed polka dot High neckBlouson sleeves    Elasticated cuffs    Button-keyhole back    Regular fitDesigned to fit you from bump to baby,22.5,ASOS DESIGN Maternity high neck pleated skater mini dress in mixed mono spots
ASOS DESIGN,leopard print,Dress by ASOS DESIGN    Skirts and pants need not applyHigh neckLeopard printSmock styleRegular fitTrue to size,11.2,ASOS DESIGN smock mini dress in leopard print
ASOS Petite,burgundy and white,Petite dress by ASOS DESIGN         Your new go-toStriped designCrew neckDrop shouldersRelaxed fitLoose cut,14,ASOS DESIGN Petite long sleeve mini t-shirt dress in burgundy and white
ASOS DESIGN,chocolate,Dress by ASOS DESIGNPart of our responsible editPlain designSpread collarLong sleevesButton cuffsButton placketTie waistOversized fitRelaxed and roomy,27,ASOS DESIGN Denim oversized belted shirt dress in chocolate
Lola May,pink,Dress by Lola May    Crack the dress codePlunge neckLong sleevesTie backRuffle hemSlim fitClose-fitting cut ,21.5,Lola May satin v-neck dress with ruffle detail
Brave Soul,grey,Dress by Brave SoulWorn and shot by one of our models at homePlain designCrew neckDrop shouldersRegular fitTrue to size#AtHomeWithASOS,8.5,Brave Soul lana lounge t-shirt dress in gray
JDY,thyme,Dress by JDY    Crack the dress codeRound neckThree-quarter-length sleevesRibbed trimsRelaxed fitA little bit slouchy,16,JDY 3/4 sleeve knitted midi sweater dress in dark green
NaaNaa,cream,Dress by NaaNaaCrack the dress codeRibbed designCrew neckLong sleevesThigh-high splitComes with matching headbandSlim fitClose-fitting cut ,28,NaaNaa zip side slit midi sweater dress with matching headband in cream
TFNC,bronze,Dress by TFNC    No occasion necessaryV-neckSleeveless styleLow backSlim fitClose-fitting cut ,32,TFNC Bridesmaid satin maxi dress with deep plunge back in bronze
UNIQUE21,grey,Maxi dress by Unique 21    Act casualHigh neckLong sleevesTie waistSide splitsRegular fitTrue to size,36,Unique21 rollneck maxi sweater dress in gray
Bershka,black,Dress by Bershka    Your new go-toTiered designCrew neckLong sleevesSmock styleRelaxed fitSlouchy cut ,18,Bershka long sleeve tiered T-shirt smock dress in black
NaaNaa,black,Dress by NaaNaa    The scroll is over    Square neck    Long sleeves    Ruched side     Zip-side fastening Slim fitClose-fitting cut,51,NaaNaa square neck satin body-conscious dress in black
Forever U,burgundy,Midi dress by Forever Unique    Crack the dress codePlain design     V-neckLong sleeves    Wrap frontRuched finishRegular fitTrue to size,54.6,Forever U velvet wrap midi dress in burgundy
River Island Plus,green,Plus-size dress by River IslandComing soon to your Saved ItemsHigh neck Long sleeves Side split Body-Conscious fitFigure-hugging cut,20.1,River Island Plus long sleeve cozy midi dress in khaki
JDY,night sky,Maxi dress by JDY    Worn and shot by one of our models at homeAll-over floral printV-neck and backSleeveless designTie waistRegular fitTrue to size#AtHomeWithASOS,16,JDY maxi dress in ditsy floral
ASOS Tall,animal print,Tall dress by ASOS DESIGN    It's an animal-print kinda dayCowl neckThin cami strapsBelted waistBody-Conscious fitHolds you close,12.5,ASOS DESIGN Tall animal print mini dress with belt
ASOS Tall,stripe,Tall dress by ASOS DESIGN    Striped designIt's classicDeep plunge neckWrap front with split    Cut-out backBody-Conscious fitHolds you close,13,ASOS DESIGN tall long sleeve textured wrap midi dress in stripe
Love Moschino,zzcm1003,Dress by Love Moschino    Your new favorite dressAll-over star and logo embroideryRound neckSleeveless styleSmock styleRegular fitTrue to size,219,Love Moschino star printed smock dress
Weekday,camel,Midi dress by Weekday     Part of our responsible edit    Crew neck    Long sleeves    Open back with twist detail    Regular fitTrue to size,19.6,Weekday Begonia cut out back midi dress in camel
ASOS DESIGN,lilac/black stripe,Mini dress by ASOS DESIGN    For the rotationMulti-stripe designPolo collarDeep V-neckStretch-back waistRegular fitTrue to size,16.2,ASOS DESIGN mini dress in stripe with collar in lilac and black stripe
Oasis,multi black,Dress by Oasis    Your new go-to dressAll-over floral printV-neckShort sleevesFront slitRegular fitTrue to size,35.6,Oasis floral print midi dress in black
New Look,black,Mini dress by New Look    Cute dressRound neckLong sleevesFitted cuffsFrill trimsRelaxed fitSlouchy cut,13.65,New Look frill sleeve sweatshirt mini dress in black
ASOS Tall,black,Tall dress by ASOS DESIGN    Cue the party playlistHigh neckRaglan sleevesPuff shouldersZip-back fasteningRegular fitJust select your usual size ,21,ASOS DESIGN Tall mini dress with extreme puff sleeve
ASOS Tall,dark red,"Tall dress by ASOS DESIGN    If in doubt, knitwear Crew neck Drop shoulders Seam detail Fitted trims     Regular fitTrue to size ",22.95,ASOS DESIGN Tall knitted dress with brushed yarn in dark red
JDY,blue graphite,Dress by JDY    Crack the dress codeRound neckThree-quarter-length sleevesRibbed trimsRelaxed fitA little bit slouchy,12.7,JDY Friends 3/4 sleeve knitted jumper dress in dark blue
New Look,camel,Mini dress by New Look    Crack the dress codeSquare neckLong sleevesRuched drawstring sideBody-Conscious fit Figure-hugging cut ,11.9,New Look square neck ruched midi dress in camel
New Girl Order,pink,Mini dress by New Girl Order    Big looksMixed printsSquare neckLong sleevesSplit hemLace trimsBody-Conscious fitFigure-hugging cut,14.4,New Girl Order square neck jersey body-conscious dress in mix print with lace trim
In The Style Plus,mocha,Plus-size dress by In The Style          Collaboration with Billie FaiersRibbed designPlunge neckDrop shouldersLong sleevesRelaxed fitSlouchy cut,19.6,In The Style Plus x Billie Faiers plunge front knit midi dress in mocha
ASOS Petite,dusky pink,Petite dress by ASOS DESIGN    Daytime dressing made easy    Wide V-neckButton placketPuff sleevesShirred-stretch panelsRegular fitJust select your usual size,13.5,ASOS DESIGN Petite button through shirred mini dress
ASOS Tall,blue ditsy floral,Tall dress by ASOS DESIGN    Our kind of flowersDitsy floral printRound neckLong sleevesFrill detail to frontGathered waistSmock styleRegular fitTrue to size,16,ASOS DESIGN Tall mini smock dress with frill detail in blue ditsy floral print
Y.A.S,floral multi,Mini dress by Y.A.S    Cute dress All-over print Square neck Blouson sleeves Ruched detail Frill hem Regular fit True to size,49.6,Y.A.S square neck ruched mini dress in floral
AsYou,black,Midi dress by AsYou    This dress deserves a night out     Square neck    Long sleeves    Thigh-high split     Body-Conscious fit     Figure-hugging cut ,23.2,ASYOU scoop neck midi dress with thigh slit in black
In The Style,sage,Dress by In The Style    Collaboration with influencer Billie FaiersRibbed designRoll-neckLong sleevesBelted waistThigh-high splitsRegular fitTrue to size,19.6,In The Style x Billie Faiers roll neck knitted dress with belt in sage
